images,final dataset
000000100142.jpg,رجل كبير يحمل طفل صغير
000000100182.jpg,ثلاثة قوارب في الماء ويظهر انعكاسهم
000000100187.jpg,صالة بيت بها أرائك ومقاعد ومنضدة
000000100203.jpg,العديد من الأطفال يجلسون على طاولة الطعام الموضوع بها أكواب و أحدهم ممسك بسكين ويقطع التورتة التي على شكل كرة قدم داخل ملعب
000000100207.jpg,حديقة منزل وكراسي انتظار بين الاشجار
000000100244.jpg,عربة خشبية فوق تلة بين الشجر
000000100343.jpg,دبدوب بني اللون على قطف موز اخضر
000000100347.jpg,قطة برتقالية تجلس في شرفة بيت مفتوحة
000000100430.jpg,"مقعدان أمام أدراج ومرآتان،وبالجانب سلة خشبية"
000000100449.jpg,هرة تجلس بجوار كرسي انتظار
000000100483.jpg,عربات قطار تقف في محطة للسكة الحديد
000000100516.jpg,شاب في ملعب للتنس يضرب الكرة بالمضرب.
000000100517.jpg,أريكة زرقاء بجوار سلالم بيضاء
000000100542.jpg,إناء به مجموعة مختلفة من الفواكه بجانبه كوب
000000100588.jpg,قطة بنية ذات عيون زرقاء تحتضن جهاز الحاسوب المحمول
000000100591.jpg,أبقار بالقرب من سياج خشبي
000000100594.jpg,"سماء ملبدة بالغيوم، والطريق مبتل بالمطر"
000000100599.jpg,حصان يجر عربة في الجليد عليها رجل وفتاتان.
000000100603.jpg,رجل يمتطي حصانا  أعلي مرتقع وسط الشجر الكثيف
000000100603.jpg,رجل يقود جواده داخل غابة مليئة بالأشجار و الزرع
000000100604.jpg,متجر به ماكيت على شكل غابة به أشجار وموضوع داخلها مجموعة من الدُمي المعروضة للبيع
000000100626.jpg,ثلاثة اواني زجاجية فيها ازهار طبيعية
000000100658.jpg,أشجار متعدد الأغصان وكثيفة تطل علي الماء وفوقها طيور تحلق
000000100668.jpg,رجل يمشي في الشارع حاملا سباطة موز أخضر على كتفيه
000000100722.jpg,قفاز اصفر اللون يمسك كرة
000000100811.jpg,طيور بحرية تقف على اعمدة
000000101073.jpg,إشارات ارشادية على طريق عام
000000101190.jpg,عدة مقاعد منظمة في فصل.
000000101304.jpg,طائران يقفان علي غصن شجرة
000000101310.jpg,طائرة تقف في مهبط الطائرات
000000101435.jpg,رجل يقود قارب صغير في بحيرة
000000101643.jpg,حديقة ملونة بالأزهار و الورود موضوع على جانبها دراجة نارية
000000101686.jpg,إناء به بعض من فاكهة الموز والتفاح موضوع على طاولة
000000101702.jpg,أحد السناجب ممسكاً بيديه ثمرة من الموز ويأكلها
000000101832.jpg,طفل يساعد طفلة في ركوب لوح التزلج
000000101862.jpg,جهاز تحكم به ازرار ملونة
000000102006.jpg,مجموعه من الزهور في اناء
000000102210.jpg,دُمية على شكل دُب مرتدية ملابس
000000102607.jpg,طفلة تطعم دميتها البلاستيكية من طعامها
000000102663.jpg,حمامة وقطة تمشي أمام صخرة كبيرة
000000102724.jpg,أوعية بها فراولة وموز وبطيخ وأناناس وبرتقال وتفاح.
000000102734.jpg,طفلة تجلس على سرير بجانب دميتين على شكل دُب ممسكه بأحداهم
000000102811.jpg,تفاحة وبرتقالة علي منضدة بيضاء
000000102858.jpg,مقعد في الشارع وخلفه مجموعة من المحلات مطلية باللون الازرق
000000103059.jpg,إضاءة خافتة في صالة بها طاولات خشبية وكراسي ومزهرية بها ورد أحمر
000000103158.jpg,حديقة منزلية صغيرة ومطفئة حريق
000000103251.jpg,طفلتان تأكلان البروكلي وأمامهما طبق علي الطاولة
000000103287.jpg,مجموعات من الازهار في زجاجات شفافة
000000103358.jpg,زهور وردية وبيضاء وبنفسجية رفيعة موضوعة في مزهرية.
000000103510.jpg,وعاء كبير به خضراوات متنوعه ووعاء صغير
000000103510.jpg,طبق به العديد من الخضروات المقطعة لشرائح في شكل دائري  وبالنصف يوجد طبق صغير آخر
000000103522.jpg,طفل صغير يحاول ضرب الكرة بالمضرب
000000103583.jpg,"لافتة خشبية عليها ""مدينة لندن"" وخلفها حديقة مزهرة ومبانٍ"
000000103673.jpg,ثلاثة قرود يأكلون موز ويقفون علي سياج معدني
000000103940.jpg,قطة بيضاء تجلس على كرسي مكتب دوار
000000103954.jpg,حافلة صفراء تسير علي القضبان أمام منزل.
000000103966.jpg,طريق به مقعد خشبي موضوع بجانبه مضربان للكرة
000000103967.jpg,دراجة نارية موضوعة بجانب الطريق
000000104081.jpg,بعض الأبقار  تأكل من الحشائش وسط الأشجار العالية
000000104108.jpg,طائر مُلون يقف على فرع شجرة
000000104310.jpg,غرفة بيت بها سرائر ذات طابقين.
000000104310.jpg,اسرة اطفال مزدوجة معدنية في غرفة
000000104725.jpg,الطيور الجميلة تقف على حافة الجسر
000000105139.jpg,"صحن مقدم به شرائح خبز محشوة وبطاطس مقلية، وبجواره فنجان قهوة"
000000105257.jpg,بعض البط يعوم في الماء
000000105280.jpg,كرسي حديد يطل على بحر
000000105330.jpg,عدة هواتف جوالة من الطراز القديم معروضة علي طاولة معدنية
000000105385.jpg,عصفور صغير يقف على أفرع شجرة
000000105402.jpg,متجر به العديد من صواني الحلوى المختلفة الأصناف
000000105580.jpg,إناء به بعض من التفاح المقطع لشرائح وموضوع على طاولة
000000105622.jpg,رجل ممسك بمظلة ملونة بيديه ويسير بجوار حديقة مليئة بالأشجار والمقاعد وبالناحية الآخرى توجد بركة ماء
000000105686.jpg,مجموعة من الطيور تقف على شاطئ البحر
000000105686.jpg,الكثير من الطيور الصغيرة الواقفة على شاطئ البحر أثناء وقت الغروب
000000105750.jpg,لوح تزلج على الامواج على شاطئ
000000105750.jpg,لوحان للتزحلق على الموج موضوعان على صخرة داخل جزيرة مليئة بالعديد من الأشجار
000000105777.jpg,سور يتواجد خلفة طائرة للركاب
000000105863.jpg,طريق ضيق بين منازل واشجار
000000106315.jpg,وعاء شفاف به قشور برتقال
000000106379.jpg,برتقال أحمر اللون مقشر بجوار بعضه
000000106487.jpg,رجل يقف بجوار مقعد انتظار على جانب الطريق
000000106657.jpg,طفلة تحتضن دميتها وتقطع الكيكة
000000106843.jpg,رجل يسير واضعاً عليه مظلة
000000107097.jpg,رجلان يلعبان الهوكي وأحدهما يمسك بالمضرب
000000107129.jpg,حقيبة سفر سوداء بها ملابس علي السرير
000000107188.jpg,قطة تنام على مقعد خشبي بالطريق
000000107620.jpg,قطة تجلس بداخل حقيبة سفر
000000107656.jpg,صالة استقبال في بيت بها أريكة سوداء خلفها مكتبة كتب وأمامها منضدة
000000107686.jpg,رجل يجلس علي الطاولة والمقعد في الحديقة ويشرب مشروبا وأمامه الحاسوب
000000107691.jpg,غرفة بها مكاتب موضوع عليها أجهزة حاسوب وبجوارهم بعض الرفوف المليئة بالكتب
000000107734.jpg,طبق به فاكهة موز وبرتقال.
000000107969.jpg,غرفة بأحد المنازل بها سرير ومنضدة حولها كراسي أمام النافذة
000000107990.jpg,دراجة نارية يجلس عليها طفل صغير وأمامه سيارة
000000108075.jpg,رجل يجلس أمام الحاسوب علي المكتب وعليه عدة أدوات
000000108085.jpg,طبق به بعص من المكرونةـ البروكلي وقطة من اللحم
000000108124.jpg,قوارب ترسو علي حافة الماء بجوارها أعمدة خشبية أعلاها طيور تقف
000000108164.jpg,شخصين يجلسان على كرسي في الشارع
000000108165.jpg,قطيع غنم داخل المزرعة الخضراء
000000108243.jpg,بعض من فروع الأشجار بها عدد من ثمار التفاح
000000108353.jpg,طائر أصفر ذو منقار يقف علي غصن
000000108360.jpg,طفل  يجلس علي السرير ويمسك ورقة وبجانبه دمية
000000108446.jpg,طريق مزدحم بالسيارات والشاحنات وقت الغروب
000000108470.jpg,دراجة نارية علي جانب الطريق
000000108697.jpg,طريق فارغ محاط ببعض الجبال
000000108698.jpg,قطة تنظر من خلف قضبان باب حديدي
000000108964.jpg,بعض من الأعمدة المعلق عليها إشارات المرور
000000108982.jpg,ببغاء يجلس علي غصن شجرة
000000109139.jpg,طفل صغير يغسل اسنانه بفرشاه
000000109141.jpg,طفل يجلس على لوح تزلج
000000109229.jpg,طفل يقوم باللعب بالطبق الطائر في الحديقة والأوراق متساقطة
000000109314.jpg,حلوي عليها عسل نحل موضوعة في طبق وبجواره ملعقة وكأس عصير
000000109521.jpg,قارب صغير به شخصان  في الماء وأمامه شجر كثيف
000000109659.jpg,طائر صغير يقف وسط اغصان شجرة
000000109820.jpg,طاولة بها شطيرة موضوعة بجانب بعض من الخضروات والفاكهة
000000109894.jpg,رصيف به عمود معلق أعلاه ساعة حائط بجانب بعض الأشجار الملونة بجوار بعض من المحال والمنازل
000000109907.jpg,كلب أبيض يقف على شاطئ البحر
000000109921.jpg,غرفة تحضير الطعام حديثة الطراز بها موقد وثلاجة وبعض الأدوات الآخرى
000000109937.jpg,طفلة تعد طعامها بيدها باستخدام الذرة
000000109942.jpg,شجرة بلح بجوار لافته طريق
000000109945.jpg,إناء به طعام ممزوج ببعض التوت وبداخله ملعقة
000000110000.jpg,شاطئ من الرمال البيضاء والمقاعد الزرقاء
000000110023.jpg,عصفور صغير يقف على سور خشبي بجواره محاط بالعديد من الزهور الملونة
000000110045.jpg,ببغاء أزرق الريش يقف علي قماشة وردية
000000110138.jpg,عدة حافلات ملونة تصطف جانب بعضها وبجوارها رجل
000000110155.jpg,قطة تقف على مقعد خشبي
000000110209.jpg,طفل صغير يركب حصان بلاستيكي
000000110250.jpg,سلم  بالقرب منه حقيبة سوداء يقف بجوارها قطة بنية اللون وبجوارها قطة آخري
000000110251.jpg,حديقة بها كراسي وألعاب للأطفال محاطة بسياج
000000110252.jpg,عدد كبير من الموز ورجل يجلس
000000110310.jpg,طائرة تحلق فوق الأرض الزراعية ومبنى
000000110374.jpg,فرن يتوسط شجرتي بلح على الشاطئ
000000110447.jpg,دمى اطفال بجوار ساق شجرة
000000110707.jpg,قطيع من الكلاب وسط الأعشاب
000000110776.jpg,باب حديدي به موضوع دُمية على شكل دُب
000000110798.jpg,ثمرتان من التفاح بجانب ثمرة موز
000000110841.jpg,شاب يمسك بمضرب التنس في الملعب ويرتدي زيا أبيض
000000110841.jpg,رجل يرتدي ملابس رياضية وممسك بيديه مضرب كرة
000000110961.jpg,دراجة نارية متوقفة بجوار حشائش صفراء
000000110997.jpg,مجموعه من الطيور تحلق في السماء
000000111118.jpg,رجل يحمم الفيل بخرطوم المياه
000000111141.jpg,قطة تجلس داخل حوض الاستحمام
000000111188.jpg,طفل صغير نائم بجوار الدمية
000000111194.jpg,طفل صغير يرتدي قبعة وممسكاً فرشة للأسنان ويضعها داخل فمه
000000111347.jpg,طفل أشقر اللون يقف وخلفه طاولة موضوع عليها قطار لعبة
000000111492.jpg,سيارات علي الطريق وحولهم أشجار كثيفة
000000111702.jpg,ثلاثة قطع من الحلوى تحمل عبارات
000000111702.jpg,ثلاثة قوالب من الكيك باللون الزهري و الازرق
000000111705.jpg,أحد الأشخاص ممسك شطيرة وأمامه مائدة موضوع عليها أصناف كثيرة من الطعام
000000111706.jpg,عدة مزهريات وآنية زجاجية مرصوصة علي أرفف
000000111737.jpg,حوض وصنبور مياه وبعض أدوات المطبخ وموقد
000000111742.jpg,بحيرة عليها جسر يسير به بعض من عربات النقل
000000111760.jpg,عدة مزهريات بها ورد احمر أعلي السور
000000111789.jpg,مراة صغيرة تظهر فيل يمشي في الخلف
000000111801.jpg,شاحنة برتقالية اللون وكبيرة تمر من أمام أحد البيوت
000000111812.jpg,طفل صغير ممسك بيديه مضرب كرة
000000111867.jpg,بعض من المراكب الموضوعة بالقرب من شاظئ البحر
000000112078.jpg,حديقة بها أحد البقرات بجانبها بقرة صغيرة ويقف بعيدا طفل صغير
000000112078.jpg,بقرة وسط العشب وخلفها عنزة ويظهر ولد أمام المبني
000000112085.jpg,رجل يجر حصانين  في المزرعة
000000112124.jpg,رجل راكباً على أحد الخيول وبجانبه رجل آخر مسكاً بالخيل وخلفة رجل أيضاً
000000112207.jpg,لافتة تشير لعدم ركن الدراجات
000000112208.jpg,بنت مبتسمة تأكل شطيرة في أحد المحلات
000000112228.jpg,طاولة عليها مزهرية وكتاب وتطل علي النافذة
000000112240.jpg,بستان به شجر ومقاعد يطل علي بحر به قوارب
000000112250.jpg,طفل صغير يضع ملعقة داخل فمه وأمامه طبق من الطعام
000000112562.jpg,شاحنة نقل برتقالية كبيرة علي الطريق بين المباني.
000000112582.jpg,طفل يرتدي لوح تزحلق وممسكاً بكلتا يديه عصى ويتزحلق على الجيلد
000000112719.jpg,قط صغير يقف على مظلة مطر
000000112783.jpg,رجل يسبح في الماء ويمسك مظلة
000000112800.jpg,طائرة بجوار قارب على سطح البحيرة
000000112805.jpg,حديقة بها عدد من المقاعد المتعدة الألوان
000000112865.jpg,أعمدة وأشجار مغطاة بالثلوج الكثيفة
000000112951.jpg,قطة  بيضاء تجلس بداخل عربة دراجة
000000113054.jpg,زرافة بجوار شجرة قديمة معمرة
000000113089.jpg,خرطوم فيل يمسك موزة خضراء
000000113095.jpg,رجل يتزلج علي اللوح في الشارع
000000113251.jpg,صورة من الاعلى لمفترق طرق
000000113455.jpg,دراجة نارية أمام بيت والجو خريفي فالأوراق متساقطة
000000113481.jpg,دُب يسير بجوار بركة ومحاط بسور
000000113525.jpg,مقعد بجوار الشاطي ومدينة العاب
000000113579.jpg,أثنان من الخيول داخل مزرعة
000000113654.jpg,ثمرة من الموز ملقاة على الارض
000000113845.jpg,أشجار و ورد متفتحه ومزهرة
000000114164.jpg,خمسة حمير وحشية تمشي علي أرض قفر
000000114177.jpg,شاب يجلس في نهاية السلم
000000114250.jpg,مرتفعات  عالية تقترب من السحاب  وأمامها شجر وحصانان
000000114259.jpg,مجموعة من الفواكه المقطعة في وعاء كبير
000000114274.jpg,حديقة بها يتواجد مقعد خشبي
000000114503.jpg,دُمية على شكل دًب موضوع على طاولة بها عدد من الزجاجات المختلفة
000000114535.jpg,طفلان مختلفى الأعمار ممسك كلاً منهم مظلة
000000114701.jpg,مجموعة حقائب سفر تحت التلج
000000114717.jpg,طفل رضيع علي السرير وبجانبه دمية
000000115088.jpg,دب صغير يأكل الحشائش وخلفه شجر شاهق
000000115106.jpg,حمامة تقف أعلي بيت وجوارها شجرة
000000115157.jpg,قط فوق شجرة تحمل ثمار
000000115260.jpg,طاولة موضوع بها طبق به العديد من حلوى الدوناتس وبجانبها كوب
000000115740.jpg,بعض من المظلات المتعددة الألوان الموضوعة على الأرض
000000115777.jpg,شواء لحم ونقانق فوق النار
000000116005.jpg,سكين تقطيع بجوار قالب كبير من الكيك
000000116123.jpg,مجموعة من الاوز الابيض و الاسود تسبح في الماء
000000116123.jpg,إوز وبط يسبح في الماء وبالخلف عدة قوارب ومراكب
000000116291.jpg,أشجار أوراقها صفراء وخضراء أمام بيت
000000116341.jpg,اربعة اطفال يتناولون حلوى الكيك
000000116886.jpg,حصان يأكل العشب أمام بيت ويظهر انعكاسه في الماء
000000117119.jpg,رجل يستند علي قارب راسٍ علي الصخور وبجواره كلب
000000117160.jpg,"إناء به طعام يطبخ ويقلب بملعقة خشبية، بطاطس وجزر."
000000117237.jpg,طائر ملون يقف علي زهور بنفسجية اللون
000000117377.jpg,طفل صغير يقفز عالياً واضعا الكرة داخل السلة
000000117400.jpg,طفلة تمسك بمظلة وردية علي الرصيف
000000117455.jpg,مجموعة من الازهار صفراء اللون في اوعية زجاجية
000000117679.jpg,"طاولة طعام موضوع عليها إناء به أصناف متنوعة من الفاكهة كالتفاح، العنب وغيرها ويجلس أمامها شخص"
000000118422.jpg,بعض التفاح الاحمر الشهي واللذيذ
000000118463.jpg,طائرة تحلق في السماء تم تصويرها من خلف شباك معدني
000000118465.jpg,زرافة تقف أمام طفلة صغيرة
000000118477.jpg,إناء موضوع به بعض من التوت الممزوج ببعض من الطعام الآخر
000000118581.jpg,بحيرة بها مركبة وعلى شاطئها عدد من المظلات الموضوعة بها
000000118994.jpg,رجل يحمل بومة علي يده ويرتدي قفازا
000000119290.jpg,قلعة حجرية قديمة عليها ساعة كبيرة
000000119488.jpg,أريكة في صالة بيت بجوارها مكتب ونافذة
000000119502.jpg,طفل صغير يلعب في وعاء من الرمل
000000119521.jpg,بنت تتنزلج علي لوحين علي الجليد وترتدي ملابس ثقيلة
000000119594.jpg,قوارب سياحية تقف الي جانب النهر
000000119923.jpg,طاولة موضوع عليها كوب من البرتقال بجانب برتقالتان و إناء به مجموعة من البرتقال
000000120018.jpg,ثلاجة بها بعض عبوات الطعام
000000120527.jpg,طفل يرتدي بلوزة صفراء ويمسك مضرب
000000121381.jpg,طفل يرتدي ملابس سوداء وممسكاً بيديه حلوى
000000121442.jpg,بنتان تأكلان الحلوي وأحدهما ترتدي نظارة
000000121598.jpg,دمية تجلس على كرسي بجوار رجل كبير
000000121601.jpg,دب يجلس وسط الصخور والمياه
000000121602.jpg,طبق به عنب وكوب وبعض الزهور في الحديقة
000000121610.jpg,مقاعد خشبية أمامها مجموعة أزهار وورود
000000121748.jpg,طفلان أحدهم جالس والآخر يقف وممسكان بجزرة ويضعانها داخل فمهم
000000121754.jpg,ولد يقف في محطة القطار وأمامه حقيبة عليها ملابس
000000122099.jpg,مجموعه من الزهور في اوعية
000000122099.jpg,مزهريات بها ورد أصفر وأبيض علي الطاولة
000000122105.jpg,طفلة ترتاح قليلا عل كرسي
000000122159.jpg,بعض من الأحذية النسائية المعلقة على الحائط عالياً
000000122194.jpg,سلة لوضع البضائع موضوعة بجانب الطريق وبجانبها أحد الأعمدة
000000122196.jpg,قطة برتقالية ترقد علي الأرض الخشبية في الحديقة
000000122239.jpg,طفل أشقر ممسك بيديه ثمرة تفاح
000000122250.jpg,طاولة موضوع عليها العديد من أصناف الطعام وأمامها يجلس على كرسي طفل رضيع
000000122411.jpg,بحيرة محاطة بالعديد من الشجر بها بعض من المراكب
000000122413.jpg,لاعب في قارب صغير  يلعب كرة الماء ويمسك بالمجداف.
000000122844.jpg,سفينة وسط الماء تتصل بحبل عليه عشب
000000122937.jpg,طفل رضيع  نائم وبجواره عصا وكرة
000000123017.jpg,مقاعد وزهور ومنضدة خشيية أمام بيت
000000123188.jpg,إوزة بين عشب وتقف علي شط البحر
000000123620.jpg,حصان بني يأكل العشب المزهر
000000123704.jpg,كأس بها حلوي ملونة علي هيئة عصا
000000123751.jpg,دًمية على شكل دُب داخل حقيبة وبجانبه موضوع العديد من الملابس
000000123923.jpg,أحد الفيلة تقف بجوار رجل ويضع خرطومه على رقبة الرجل
000000123938.jpg,أطباق بها أكل متعدد الالوان
000000124028.jpg,أحد الكباري يسير بها عدد من السيارات وبجانبه بحيرة بها بعض المراكب
000000124039.jpg,دمية  موضوعة علي منضدة خشبية بجانب الأرفف
000000124501.jpg,بنت تمسك دمية وردية وتجلس علي كرسي
000000124647.jpg,طفل صغير يرتدي خوذة على رأسه وخلفه مجموعة من الصبية يلعبون بلوح التزلج
000000124940.jpg,شريحتي خبز عليهما مربي موضعتان علي صينية وبجانبهما سكين
000000125298.jpg,مجموعه من الحقائب الوردية اللون
000000125438.jpg,طبق أخضر به شطيرة عليها كريمة بيضاء وفراولة
000000125683.jpg,أثنان من أجهزة التحكم بجانب كرة من الخيط
000000125703.jpg,رجل يرتدي زيا أخضر يمسك بخرطوم الفيل.
000000126141.jpg,أربع من الدمى على شكل دُب بألوان متعددة موضوعين على أريكة
000000126563.jpg,طبق به تورتة من الشيكولاتة المغمورة بالتوت
000000126967.jpg,طفلة تجلس على مقعد أمامها مكتب موضوع عليه جهاز لابتوب
000000127006.jpg,بعض من المقاعد الموضوعة داخل بركة مياه كبيرة محاطة بالأشجار وبعض المنازل
000000127096.jpg,رجل متوسط العمر يحمل قالباً
000000127406.jpg,اشجار خضراء وعربة سوداء بجوار منزل
000000127475.jpg,بقرة تقف تحت ظل شجرة
000000127802.jpg,دُب أبيض اللون يسير على بعض الصخور ويأكل بعض من الجزر
000000127841.jpg,طفل صغير يسير علي الأرض ويظهر بعض الطاولات
000000127843.jpg,أحد النمور ممسكاً في فمه زجاجة من البلاستيك
000000128015.jpg,دمية علي الطاولة بجانبه جزرة ووراءه كتاب مفتوح
000000128027.jpg,مجموعة قوارب تقف في مرفأ مقابل بيوت
000000128175.jpg,طبق معدني به  عنب أخضر وتفاح وموز
000000128203.jpg,بقرة تقف فوق حشائش و ورد
000000128312.jpg,جانب من البحيرة واعمدة انارة
000000128337.jpg,"ادوات تنظيف الاسنان، مع معجون التنظيف"
000000128387.jpg,طائر احمر جميل يقف على جذع
000000128466.jpg,انظر لقد بدأ التفاح بالنضوج
000000128570.jpg,طفل يجلس على شاطيء البحيرة
000000129006.jpg,"جهاز تسخين الطعام به خبز، وخارجه خبز في كيس بلاستيكي"
000000129143.jpg,رجل يرتدي خوذة ويقود دراجة نارية
000000129176.jpg,قطيع ماشية في أرض واسعة وخلفة مرتفع
000000129445.jpg,قطة صفراء علي رأسها قبعة.
000000129738.jpg,بنت في ملعب التنس تمسك بالمضرب
000000130096.jpg,رجل كبير يمسك جاموسة بالحبل
000000130271.jpg,طفلة تمسك بهاتف أمام الأريكة وترتدي فستانا ازرق
000000131011.jpg,منضدة خشب عليها جهاز حاسوب
000000131018.jpg,طفلة تغسل عنبا في حوض الماء وحولها أطباق
000000131019.jpg,اثنين من الحمير الوحشية وقردين
000000131060.jpg,دُمية على شكل دُب موضوعة على شجرة
000000131084.jpg,رجل على دراجة نارية اثناء السباق
000000131087.jpg,كلب يركب لوح تزلج على الماء
000000131089.jpg,طفل يحاول ركل كرة المضرب
000000131093.jpg,مجموعه من الخراف تقف على تلة
000000131099.jpg,مقعد خشبي في الخارج وأشجار طويلة لا أوراق لها
000000131133.jpg,طائرة تحلق بالقرب من جبال جليدية
000000131159.jpg,دُمية على شكل دُب موضوعة داخل سيارة
000000131207.jpg,طيور بحرية تقف على قاعدة خشبية
000000131300.jpg,موقد به قطعه من البيتزا بالداخل
000000131388.jpg,بركة مياه محاطة بالعشب والزرع بها عدد من الأبقار والأحصنة
000000131416.jpg,شطيرتي خبز محشوة بالجبن والخس وبجوارها عبوة مشروب
000000131460.jpg,باب ونافذتين ويقف الحمام على النافذة
000000131467.jpg,جزء من ساندوتش موضوع على ورقة
000000131485.jpg,طفل يركض على شاطئ البحر ممسكاً بيديه طائرة ورقية تحلق عالياً
000000131493.jpg,بعض المقاعد يجلس عليها وبجانبها بعض الأشخاص وأمامهم بحيرة بها بعض المراكب
000000131527.jpg,قطع من البروكلي الأخضر النيئة
000000131579.jpg,حافلة خضراء اللون تسير علي الطريق
000000131597.jpg,دراجات نارية مصطفة بجانب الطريق
000000131725.jpg,طبق به طعام وبجواره تفاحة حمراء وشوكة وطبق آخر
000000131826.jpg,كرسي قديم بجوار سياج حديقة
000000131858.jpg,سهول وجبار خضار اللون وأشجار
000000131918.jpg,قارب بمنتصف الماء وعلي الجوانب قوارب أخري
000000131967.jpg,سهل مكسو بالاشجار الخضراء والمياه
000000131980.jpg,غرفة تحضير الطعام بها طاولة وحولها مقعدين وهناك ثلاجة وموقد وبعض الأدوات الآخرى
000000132001.jpg,لوحة مفاتيح حاسوب وبجوارها فأرة
000000132041.jpg,بعض حبات البروكلي موضوعة في صحن وردي اللون
000000132059.jpg,صينية تقديم عليها كوب شاي وملعقة وخبز في صحن
000000132077.jpg,شطيرة البيتزا على طاولة في حديقة
000000132081.jpg,ثلاجة صغيرة مركونة في الشارع
000000132084.jpg,دراجة نارية تستند علي الطريق بجانبها لافتات
000000132114.jpg,طفل سقط على الارض ويبكي
000000132120.jpg,حديقة مليئة بالأشجار بها طفل يلهو بطبق طائر
000000132143.jpg,طريق يسير به بعض السيارات محاط بالمباني ويسير على أرصفته بعض الأشخاص
000000132219.jpg,طفلة تجلس على الأرض وأمامها ثمرة من التفاح
000000132307.jpg,شاب يرتدي قبعة ويقف على لوح تزلج
000000132317.jpg,حشرة تقف على زاوية شاشة
000000132328.jpg,أشخاص يطيرون طائرات ورقية في الأرض الواسعة
000000132494.jpg,ثلاجة بها العديد من المستلزمات
000000132516.jpg,طفل رضيع مستلقي داخل سرير بجانبه بعض من الدمى
000000132531.jpg,عمود انارة وعليه اشارة ارشادية
000000132538.jpg,صحن من الفواكه الصيفية المتنوعة
000000132574.jpg,اطفال يمسكون مظلة وسط الطريق
000000132656.jpg,طائر أسود اللون يقف على شجرة
000000132688.jpg,بعض من الطيور سوداء اللون تقف علي صخرة وسط الماء
000000132689.jpg,حديقة بها العديد من الأشجار والزهور الملونة وبها العديد من المقاعد الرخامية وفي وسطهم مائدة رخامية عليها موضوع مظلة
000000132690.jpg,سلة ملونة تجلس فيها قطة
000000132725.jpg,مقعد خشبي مغطى بالثلج وخلفه مجموعة من الأشجار المغطاة بالثلج أيضاً
000000132789.jpg,سيارة نقل كبيرة تسير بجانب طريق زراعي
000000132816.jpg,طفل صغير ممسكاً بأحدى يديه قطعة من الخبز
000000132874.jpg,اثنين من ساندويشات النقانق و البصل والخضار
000000132935.jpg,حماران وحشيان وثوران عند الصخرة علي العشب
000000132992.jpg,دُمية على شكل دُب بنية اللون بجانب دُمية على شكل كلب
000000133030.jpg,مظلة مرسوم عليها شكل دُب موضوعة على سرير بجانب دُمية دُب
000000133048.jpg,مراة صغيرة وسوداء اللون في الشارع
000000133050.jpg,جزرة وسكين علي لوح التقطيع
000000133060.jpg,طفل يلعب كرة المضرب يحاول صد كرة
000000133061.jpg,ثلاث بقرات مربوطات في مكان أكل العشب
000000133063.jpg,طبق به قطعة من الحلوى بجانبه كوب من القهوة
000000133098.jpg,بعض الغنم وسط الشجر والعشب
000000133125.jpg,نافذة بيضاء وحائط مزركش ابيض
000000133161.jpg,حبات برتقال وليمون أصفر جوار بعضها
000000133234.jpg,عصفور ملون يحلق فوق الزهور
000000133278.jpg,ثلاثة دببة بنية تسبح في الماء
000000133298.jpg,مضرب كرة تنس ارضي بين كتب
000000133369.jpg,رجل يحلق عالياً فالسماء مرتدياً ألواح تزحلق
000000133428.jpg,دب يقف بين الصخور البيضاء واخر يقف على الحشائش
000000133449.jpg,رجل يجلس بجانب بقرة علي العشب
000000133456.jpg,أربعة عنزات ترقد أعلي تلة
000000133503.jpg,ثلوج تتساقط على الطريق وسط المدينة
000000133505.jpg,رجل يقوم بمساعدة راكب دراجة للانطلاق
000000133697.jpg,طريق للمشاة بجوار مقاعد انتظار في الشارع
000000133731.jpg,مجموعة من الابقار تأكل العشب في حقل
000000133821.jpg,طاووس في الحديقة يفرد ريشه الملون
000000133827.jpg,شارع و اشجار على جانبه
000000133837.jpg,أحد الخراف يقف خلف سور داخل مزرعة بها عدد من الأغنام والماعز
000000133927.jpg,شاب صغير يمسك مضرب ويقف
000000134001.jpg,مبنى به أحد المحال وأمامه عمود موضوع بها عدد من اللافتات
000000134053.jpg,رجل أصلع يتحدث في الهاتف أمام سور معدني
000000134081.jpg,ثلاثة دببة يشربون الماء من النهر
000000134103.jpg,رجال يمتطون الأحصنة ويظهر بعض الجليد علي الأرض
000000134111.jpg,مجموعه من الطائرات الورقية في السماء
000000134113.jpg,سيارة ودراجة نارية وسط ممر صغير ذي أرض حجرية بين البيوت
000000134242.jpg,بعض الفيلة يشربون من ماء البحيرة
000000134255.jpg,تظهر مجموعة من عربات نقل الركاب
000000134383.jpg,الجو ممطر والطريق مبلل وعليه وسائل نقل وبالأعلي إشارة المرور
000000134460.jpg,طفل صغير يأكل الموز في الشارع
000000134474.jpg,دبين بنين في قفص كبير
000000134475.jpg,فازة بيضاء موضوع بها بعض من زهور  الملونة
000000134486.jpg,طفل صغير يطعم بيديه أحد الزرافات
000000134605.jpg,عصفور صغير يقف علي غصن شجرة
000000134620.jpg,باص أبيض علي الطريق ويحيطه شجر
000000134644.jpg,طائر  يقف علي يد شخص
000000134673.jpg,سرير بجواره خزانة وعليها كتب ودمية
000000134688.jpg,دمية الدب تتناول الطعام المربى
